label,brand,name,price,rank,ingredients,combination,dry,normal,oily,sensitive
moisturizer,kiehls since 1851,ultra facial moisturizer,1058.5,3.9,water squalane | glycerin | peg-100 stearate | glyceryl stearate | butylene glycol | triethanolamine | phenoxyethanol | sorbitan oleate | carbomer | methylparaben | propylparaben | stearic acid | beeswax | myristyl alcohol | sweet almond oil | apricot kernel oil | tocopherol | avocado oil,1,1,1,1,1
moisturizer,farmacy,honey savior all-in-one skin repair salve with echinacea greenenvy honey,1241.0,4.5,ricinus communis (castor) seed oil | hydroxystearic/linolenic/linoleic polyglycerides | helianthus annuus (sunflower) seed oil | honey extract | canola oil | propolis extract | royal jelly extract | polyhydroxystearic acid | caprylic/capric triglyceride | rhus succedanea fruit wax | rhus verniciflua peel wax | echinacea purpurea root extract | hydrogenated castor oil | euphorbia cerifera (candelilla) wax | helianthus annuus (sunflower) seed wax | tocopherol | ascorbyl palmitate | beeswax | copernicia cerifera (carnauba) wax | honey | flavor,1,1,1,0,1
moisturizer,philosophy,ultimate miracle worker multi-rejuvenating cream spf 30,2737.5,4.0,water | c12-15 alkyl benzoate | carthamus tinctorius (safflower) oleosomes | glycerin | cyclopentasiloxane | butylene glycol | methyl gluceth-20 | gluconolactone | polyacrylamide | hydrogenated lecithin | cyclohexasiloxane | cetyl alcohol | bifida ferment lysate | phenoxyethanol | ammonium acryloyldimethyltaurate/vp copolymer | c13-14 isoparaffin | polysorbate 80 | acrylates/c10-30 alkyl acrylate crosspolymer | sodium benzoate | sodium hydroxide | laureth-7 | glycine soja (soybean) oil | fragrance | iris pallida root extract | ruby powder | disodium edta | gluconic acid | alcohol | mica | lecithin | adenosine | cellulose gum | retinol | peg-8 | polysorbate 20 | bht | chitosan | ethylhexylglycerin | glycolic acid | sorbitan oleate | calcium gluconate | tocopherol | behentrimonium chloride | sodium bicarbonate | ascorbyl palmitate | beta-glucan | potassium phosphate | caprylyl glycol | 1 | 2-hexanediol | camellia sinensis leaf extract | coffea arabica (coffee) seed extract | pongamia pinnata seed extract | isopropyl alcohol | acetic acid | angelica archangelica root extract | benzoic acid | citrus aurantium amara (bitter orange) peel extract | maltodextrin | citric acid | magnesium aluminum silicate | xanthan gum | lactic acid | ascorbic acid | sclerotium gum | bha | sorbic acid | titanium dioxide (ci 77891),1,1,1,0,0
moisturizer,amorepacific,treatment toner,1825.0,4.4,panax ginseng root extract | butylene glycol | water | peg/ppg-17/6 copolymer | sodium hyaluronate | pinus sylvestris bark extract | camellia sinensis leaf extract | zingiber officinale (ginger) root extract | opuntia coccinellifera fruit extract | theanine | phyllostachis | bambusoides juice | nelumbo nucifera flower extract | glycerin | glycyrrhiza glabra (licorice) root extract | caprylyl glycol | hydrogenated lecithin | peg-5 rapeseed sterol | alcohol | propylene glycol | peg-60 hydrogenated castor oil | disodium edta | 1 | 2-hexanediol | ethylhexylglycerin | phenoxyethanol | fragrance | red 33 (ci 17200) | yellow 6 (ci 15985),1,1,1,1,1
moisturizer,shiseido,bio-performance liftdynamic cream,4197.5,3.7,water | glycerin | tricaprylin | butylene glycol | dimethicone | cetyl alcohol | glyceryl stearate se | peg-100 stearate | myristyl myristate | erythritol | peg/ppg-14/7 dimethyl ether | microcrystalline wax(cera microcristallina/cire microcristalline) | hydrogenated polydecene | behenyl alcohol | dimethylacrylamide/sodium acryloyldimethyltaurate crosspolymer | stearyl alcohol | phenoxyethanol | hydrogenated polyisobutene | phytosteryl macadamiate | talc | methylparaben | ethylparaben | silica | alumina | disodium edta | sorbitan tristearate | tocopheryl acetate | caffeine | sodium citrate | titanium dioxide (ci 77891) | fragrance | citric acid | limonene | sodium metabisulfite | sodium metaphosphate | inositol | hexyl cinnamal | iron oxides (ci 77492) | benzyl benzoate | butylphenyl methylpropional | alcohol | linalool | sodium acetylated hyaluronate | alpha-isomethyl ionone | thymus serpillum extract | iron oxides (ci 77491) | saccharomyces ferment lysate filtrate | citronellol | geraniol | panax ginseng root extract | rosmarinus officinalis (rosemary) leaf extract (rosmarinus officinalis leaf extract) | tocopherol | bupleurum falcatum root extract,1,1,1,1,1
moisturizer,caudalie,vinosource intense moisture rescue cream,1423.5,4.2,water | glycerin | caprylic/capric triglyceride | squalane | cetearyl alcohol | vitis vinifera (grape) seed oil | butyrospermum parkii (shea) butter extract | butylene glycol | hydrolyzed potato protein | borago officinalis seed oil | hydrogenated olive oil stearyl esters | potassium cetyl phosphate | panthenol | cetearyl wheat straw glycosides | trehalose | polymethyl methacrylate | cetearyl glucoside | tocopheryl acetate | dimethicone | carbomer | parfum (fragrance) | caprylyl glycol | palmitoyl grape seed extract | potassium sorbate | sodium hydroxide | pentylene glycol | tricaprylin | tocopherol | linoleic acid | castanea sativa (chestnut) bark / leaf extract | pisum sativum (pea) extract | cyclodextrin | linolenic acid | sodium carboxymethyl betaglucan | bht | acrylates/c10-30 alkyl acrylate crosspolymer | sodium hyaluronate | hexyl cinnamal | linalool | limonene | benzyl benzoate | citronellol | geraniol | coumarin.plant origin,1,1,1,1,1
moisturizer,kate somerville,wrinkle warrior 2-in-1 plumping moisturizer + serum,3467.5,3.9,water | dimethicone | propanediol | dimethyl isosorbide | hydrolyzed vegetable protein | glycerin | polysilicone-11 | ammonium acryloyldimethyltaurate/vp copolymer | butylene glycol | polymethylsilsesquioxane | trehalose | betaine | hydrolyzed hyaluronic acid | sodium hyaluronate | disodium acetyl glucosamine phosphate | polyglutamic acid | zanthoxylum bungeanum fruit extract | copper lysinate/prolinate | methylglucoside phosphate | chondrus crispus extract | glycine soja (soybean) extract | aloe barbadensis leaf juice | adenosine | peg-12 dimethicone | phenoxyethanol | hdi/trimethylol hexyllactone crosspolymer | oleyl alcohol | decyl glucoside | fragrance/parfum | ethylhexylglycerin | disodium edta | gluconolactone | benzyl salicylate | citric acid | linalool | sodium benzoate | caprylyl glycol | hexylene glycol | geraniol | citronellol,1,1,1,1,0
moisturizer,dr dennis gross skincare,hyaluronic marine oil-free moisture cushion,2190.0,4.2,water | cyclopentasiloxane | cetearyl alcohol | dimethicone | butylene glycol | stearyl dimethicone | caprylic/capric triglyceride | octadecene | glyceryl behenate | sodium acrylate/sodium acryloyldimethyl taurate copolymer | sodium hyaluronate | caulerpa lentillifera extract | aloe barbadensis leaf extract | tocopherol | phospholipids | citrullus lanatus (watermelon) fruit extract | cocos nucifera (coconut) fruit extract | citrus sinensis (orange) fruit extract | cinnamomum cassia bark extract | saccharide isomerate | vaccinium myrtillus fruit/leaf extract | glycolic acid | lactic acid | saccharum officinarum (sugar cane) extract | citrus aurantium dulcis (orange) fruit extract | citrus limon (lemon) fruit extract | acer saccharum (sugar maple) extract | collagen amino acids | hydrolyzed soy protein | leuconostoc/radish root ferment filtrate | lactobacillus ferment | acrylates/carbamate copolymer | isohexadecane | polysorbate 80 | dimethicone crosspolymer-3 | ethylhexylglycerin | isododecane | disodium edta-copper | ceteareth-20 | potassium cetyl phosphate | sorbitan oleate | linalool | limonene | fragrance (parfum) | hydroxyisohexyl 3-cyclohexene carboxaldehyde | citronellal | hydroxycitronellal | citral | citric acid | sorbic acid | phenoxyethanol,1,1,1,1,1
moisturizer,murad,nutrient-charged water gel,2190.0,4.6,water | dimethicone | glycerin | propanediol | saccharide isomerate | polymethylsilsesquioxane/silica crosspolymer | hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer | hydroxyethyl urea | isononyl isononanoate | ceramide np | ceramide ap | ceramide eop | sh-oligopeptide-1 | sh-oligopeptide-2 | sh-polypeptide-1 | sh-polypeptide-9 | sh-polypeptide-11 | saccharomyces/zinc ferment | saccharomyces/copper ferment | saccharomyces/magnesium ferment | saccharomyces/iron ferment | saccharomyces/silicon ferment | leuconostoc/radish root ferment filtrate | bacillus/folic acid ferment extract | trehalose | taurine | serine | tocopheryl acetate | calcium pantothenate | niacinamide | phytantriol | acetyl glutamine | urea | cholesterol | yeast amino acids | phytosphingosine | inositol | betaine | lecithin | sodium ascorbyl phosphate | sodium hyaluronate | pyridoxine hcl | sucrose | algin | pullulan | maltodextrin | polysilicone-11 | glyceryl polyacrylate | decyl glucoside | pentylene glycol | hexylene glycol | caprylyl glycol | butylene glycol | ethylhexyl isononanoate | polyisobutene | silica | sodium starch octenylsuccinate | peg-7 trimethylolpropane coconut ether | trisodium ethylenediamine disuccinate | disodium phosphate | potassium phosphate | carbomer | xanthan gum | sodium lauroyl lactylate | 1 | 2-hexanediol | phenoxyethanol | ethylhexylglycerin | fragrance | red 33 (ci 17200) | red 4 (ci 14700),1,1,1,1,1
moisturizer,amorepacific,moisture bound refreshing hydra-gel oil-free,3650.0,4.2,phyllostachis bambusoides juice | butylene glycol | cyclopentasiloxane | hydrogenated polyisobutene | glycerin | dimethicone | xylitylglucoside | alcohol | tricholoma matsutake extract | panax ginseng root extract | zingiber officinale (ginger) root extract | trehalose | serine | glycine | hydrolyzed ginseng saponins | kaempferol | glutamic acid | alanine | lysine | arginine | threonine | cetearyl alcohol | peg-40 stearate | anhydroxylitol | silica | sodium polyacrylate | sucrose stearate | sorbitan sesquioleate | hydrogenated polydecene | polysilicone-11 | xylitol | triethanolamine | carbomer | peg/ppg-18/18 dimethicone | titanium dioxide | ppg-5-laureth-5 | betaine | biosaccharide gum-1 | sodium pca | hydrated silica | propylene glycol | sorbitol | hydrogenated lecithin | aluminum hydroxide | peg-5 rapeseed sterol | ethyl hexanediol | proline | zinc gluconate | bht | magnesium aspartate | copper gluconate | calcium gluconate | disodium edta | methylparaben | propylparaben | ci 42090 | fragrance,1,1,1,0,1
moisturizer,herbivore,orchid youth-preserving facial oil,2336.0,4.6,capric triglycerides (fractionated coconut oil) | cymbidium grandiflorum (orchid) flower extract | camellia oleifera (camellia) seed oil | simmondsia chinensis (jojoba) seed oil | amaranthus squalane oil | tocopherol (vitamin e) | jasminum sambac (jasmine) extract,0,0,1,0,1
moisturizer,first aid beauty,hello fab coconut water cream,1241.0,4.2,cocos nucifera (coconut) fruit juice | glucose | maltodextrin | aqua (water | eau) | dimethicone | cyclopentasiloxane | sodium acrylate/sodium acryloyldimethyl taurate copolymer | cocos nu-cifera (coconut) fruit extract | alteromonas ferment filtrate | pyrus malus (apple) fruit extract | prunus armeniaca (apricot) fruit extract | vanilla planifolia fruit extract | sodium hyaluronate | sea salt (maris sal | sal marin) | lycium barbarum fruit extract | glycyrrhiza glabra (licorice) root extract | chrysanthemum parthenium (feverfew) extract | camellia sinensis leaf extract | dip-teryx odorata seed extract | coffea arabica (coffee) seed extract | caprylyl glycol | caprylic/capric triglyceride | butylene glycol | hydrogenated polydecene | dimethicone cross-polymer | dipropylene glycol | cetyl diglyceryl tris(trimethylsiloxy)silylethyl dimethicone | phe-noxyethanol | laureth-8,1,0,1,1,1
moisturizer,dr brandt skincare,do not age with dr. brandt moisturizing neck cream,2445.5,4.2,water | caprylic/capric triglyceride | squalane | glycerin | glycolic acid | phenyl trimethicone | cetyl alcohol | glyceryl stearate | peg-100 stearate | hydrogenated castor oil | shea butter | sorbitan stearate | cholesterol | sodium hyaluronate | canola oil | corn starch | silica | xanthan gum | bis-diglyceryl polyacyladipate-2 | phenoxyethanol | sodium hydroxide | magnesium aluminum silicate | stearamidopropyl dimethylamine | hydroxyethylcellulose | tetrasodium edta | sodium polystyrene sulfonate | sorghum bicolor stalk juice | acetyl tetrapeptide-17 | colloidal platinum | pentylene glycol | polysorbate-20 | ethylhexylglycerin | 3-aminopropane sulfonic acid | calcium hydroxymethionine | willow bark extract | geranium maculatum oil | simethicone | tocopheryl acetate | ascorbyl palmitate,1,1,1,1,0
moisturizer,laneige,water bank dual layer face oil,1387.0,5.0,water | caprylic/capric triglyceride | squalane | vitis vinifera (grape) seed oil | decyl cocoate | dicaprylyl carbonate | triethylhexanoin | glycerin | passiflora incarnata seed oil | macadamia ternifolia seed oil | chenopodium quinoa seed extract | magnesium sulfate | zinc sulfate | manganese sulfate | tocopherol | calcium chloride | sodium chloride | alcohol | xanthan gum | ascorbyl glucoside | disodium edta | phenoxyethanol | ethylhexylglycerin | fragrance,1,1,1,0,0
moisturizer,shiseido,ibuki beauty sleeping mask,1460.0,4.4,water | dipropylene glycol | glycerin | alcohol | pentaerythrityl tetraethylhexanoate | maltitol | dimethicone | trehalose | euphorbia cerifera (candelilla) wax(candelilla cera/cire de candelilla) | phenoxyethanol | peg-240/hdi copolymer bis-decyltetradeceth-20 ether | carbomer | butylene glycol | fragrance (parfum) | talc | potassium hydroxide | dextrin palmitate | disodium edta | acrylates/c10-30 alkyl acrylate crosspolymer | serine | ascorbyl tetraisopalmitate | tocopheryl acetate | butylphenyl methylpropional | limonene | hexyl cinnamal | linalool | benzyl benzoate | calcium stearate | citronellol | geraniol | peg-30 soy sterol | aesculus hippocastanum (horse chestnut) seed extract | hydrogenated lecithin | iron oxides (ci 77492) | triisostearin | bht | trimethylolpropane triethylhexanoate | citric acid | plankton extract | sodium phosphate | trisodium edta | polysilicone-2 | tocopherol,1,1,1,1,0
moisturizer,glamglow,volcasmic matte glow moisturizer,1788.5,4.1,water | cyclopentasiloxane | ceresin | glycerin | dimethicone | peg-10 dimethicone | propanediol | volcanic sand | solanum lycopersicum (tomato) leaf cell culture extract | daphne odora callus extract | opuntia ficus-indica callus culture extract | opuntia ficus-indica stem extract | ethylhexylglycerin | c12-15 alkyl benzoate | benzyl benzoate | silica | sorbitan olivate | panthenol | distearyldimonium chloride | disteardimonium hectorite | sodium chloride | caprylyl glycol | cetyl alcohol | fragrance | citral | linalool | limonene | disodium edta | phenoxyethanol,1,0,1,1,0
moisturizer,lancme,rénergie lift multi-action sunscreen broad spectrum spf 15 for all skin types,3613.5,3.9,water | dimethicone | glycerin | hydrogenated polyisobutene | beeswax | poly c10-30 alkyl acrylate | yeast extract | guanosine | cyathea medullaris leaf extract | sucrose stearate | secale cereale (rye) seed extract | tocopherol | sodium polyacrylate | sodium hydroxide | red 4 | sodium levulinate | stearic acid | phenoxyethanol | adenosine | peg-100 stearate | ethylhexylglycerin | palmitic acid | silica | chlorphenesin | yellow 5 | dimethicone/vinyl dimethicone crosspolymer | dimethiconol | limonene | pentylene glycol | benzyl alcohol | linalool | xanthan gum | cinnamic acid | caprylyl glycol | acrylates/c10-30 alkyl acrylate crosspolymer | myristic acid | disodium stearoyl glutamate | disodium edta | citronellol | aluminum starch octenylsuccinate | coumarin | levulinic acid | glyceryl stearate | glyceryl caprylate | fragrance,1,1,1,1,1
moisturizer,biossance,squalane + antioxidant cleansing oil,1095.0,4.4,caprylic/capric triglyceride | polyglyceryl-2 caprate | squalane | c13-15 alkane | polyglyceryl-2 sesquioleate | triethylhexanoin | citrus aurantium dulcis (orange) oil | lavandula angustifolia (lavender) oil | rosa moschata seed oil | avena sativa (oat) kernel oil | oenothera biennis | (evening primrose) oil | moringa oleifera seed oil | lavandula hybrida oil | rosmarinus officinalis (rosemary) leaf extract | anthemis nobilis flower oil | helianthus | annuus (sunflower) seed oil | tocopherol,1,1,1,1,1
moisturizer,kate somerville,exfolikate glow moisturizer,2372.5,4.6,water | cetyl ricinoleate | isostearyl palmitate | dimethicone | squalane | lactic acid | glyceryl stearate | peg-100 stearate | propanediol | glycolic acid | myristyl alcohol | cyclopentasiloxane | sodium hydroxide | lactobacillus/pumpkin fruit ferment filtrate | leuconostoc/radish root ferment filtrate | bromelain | papain | opuntia ficus-indica fruit extract | glycerin | saccharomyces cerevisiae extract | polysilicone-11 | citrus aurantium bergamia (bergamot) fruit oil | aniba rosaeodora (rosewood) wood extract | citrus aurantium dulcis (orange) peel oil | geranium maculatum oil | tocopheryl acetate | phenoxyethanol | polyacrylate crosspolymer-6 | myristyl glucoside | cyclohexasiloxane | peg-40 stearate | xanthan gum | ethylhexylglycerin | disodium edta | maltodextrin | chlorophyllin-copper,1,1,1,1,0
moisturizer,jone,jelly pack,1533.0,4.3,water | polysorbate 80 | peg-150 disterate | niacinamide | 1 | 2-hexanediol | rosa damascena flower water | rosemary leaf water | chamomile flower water | yeast/fermented black tea extract | imperata cylindrica root extract | nuphar luteum flower extract | sea daffodil flower extract | glycerin | adenosine | hydrolyzed hylauronic acid | dipropylene glycol | sucrose distearate | cyclopentasilxane | butylene glycol | dimethicone | hydrogenated lecithin | dimethicone/vinyl dimethicone crosspolymer | peg-8 | hydroxyethylcelluclose | potassium sorbate palmitoyl tripeptide-5 | pvp | fullerene | carbomer | disodium edta | phenoxyethanol | sodum benzoate | citric acid | dehydroacetic acid,1,1,1,1,1
moisturizer,kate somerville,retasphere 2-in-1 retinol night cream,3102.5,4.3,water | ethylhexyl palmitate | diethylhexyl carbonate | diisopropyl dimer dilinoleate | stearyl alcohol | cetearyl alcohol | propanediol | jojoba esters | glycerin | glyceryl stearate | caprylic/capric triglyceride | peg-40 stearate | tocopheryl acetate | ppg-12/smdi copolymer | butylene glycol | pentylene glycol | polyacrylate-13 | ceteareth-20 | retinol | polyisobutene | chondrus crispus (carrageenan) extract | polysorbate 20 | cyperus esculentus tuber extract | lavandula angustifolia (lavender) oil | disodium edta | prunus armeniaca (apricot) fruit extract | cucumis melo cantalupensis fruit extract | daucus carota sativa (carrot) root extract | mangifera indica (mango) fruit extract | prunus domestica fruit extract | dioscorea villosa (wild yam) root extract | hydroxyphenyl propamidobenzoic acid | cetyl palmitate | hydrolyzed chondrus crispus extract | ethylhexylglycerin | triethanolamine | ceramide 3 | sodium hyaluronate | phenoxyethanol | linalool,1,1,1,1,0
moisturizer,perricone md,high potency classics: face finishing & firming moisturizer,2518.5,4.3,water | ethylhexyl palmitate | glycerin | aleurites moluccana (kukui nut) seed oil | cetearyl alcohol | polyacrylamide | polysorbate 60 | glyceryl stearate | peg-100 stearate | dimethyl mea (dmae) | c13-14 isoparaffin | citric acid | peg/ppg-18/18 dimethicone | dimethicone | caprylyl glycol | phenoxyethanol | tetrahexyldecyl ascorbate (vitamin c ester) | l-tyrosine | fragrance | laureth-7 | hexylene glycol | hydrolyzed wheat protein | tocopheryl acetate | citronellol | geraniol | hydrolyzed wheat starch | thioctic acid (alpha lipoic acid) | hydroxycitronellal | butylphenyl methylpropional | benzyl benzoate | eugenol,1,1,1,0,1
moisturizer,tata harper,repairative moisturizer,4015.0,3.4,ingredients from organic farming. clinical grade essential oils blend,0,1,0,0,0
moisturizer,herbivore,moon fruit superfruit night treatment,2117.0,4.0,organic aloe leaf juice (aloe barbadensis) | red raspberry seed oil (rubus idaeus) | organic prickly pear oil (opuntia ficus-lndica) | kokum butter (garcinia indica) | organic shea butter (butyrospermum parkii) | cetearyl glucoside | cetearyl alcohol | organic alcohol | glyceryl stearate | organic rosehip seed oil (rosa canina) | hyaluronic acid | organic lavender flower (lavandula angustifolia) essential oil | organic sweet orange peel (citrus sinensis) essential oil | organic bilberry fruit extract (vaccinium myrtillus) | organic sugar cane extract (saccharum officinarum) | organic sugar maple extract (acer saccharinum) | organic orange peel extract (citrus sinensis) | organic lemon peel extract (citrus limon) | organic cranberry fruit extract (vaccinium macrocarpon) | organic papaya fruit extract (carica papaya) | organic goji berry extract (lycium barbarum) | xanthan gum | indigo powder (baphicacanthus cusia [nees] bremek) | ultramarine blue | manganese violet,1,1,1,1,1
moisturizer,lancme,visionnaire advanced multi-correcting cream,3212.0,4.6,water | glycerin | dicaprylyl ether | cyclohexasiloxane | butylene glycol | isopropyl isostearate | sodium tetrahydrojasmonate | dimethicone | cetyl alcohol | dipropylene glycol | behenyl alcohol | silica | arachidyl alcohol | secale cereale extract/rye seed extract | sodium hydroxide | sodium hyaluronate | stearic acid | phenoxyethanol | stearyl alcohol | adenosine | peg-10 dimethicone | peg-100 stearate | polysilicone-11 | palmitic acid | poloxamer 338 | ammonium polyacryldimethyltauramide/ammonium polyacryloyldimethyl taurate | limonene | pentylene glycol | linalool | caprylyl glycol | carbomer | acrylonitrile/methyl methacrylate/vinylidene chloride copolymer | disodium edta | cetearyl alcohol | methyldihydrojasmonate | cetearyl glucoside | citronellol | fragrance,1,1,1,1,1
moisturizer,caudalie,premier cru rich cream,5110.0,4.5,water | coco-caprylate/caprate | butylene glycol | glyceryl stearate | cetearyl alcohol | cetearyl glucoside | hydrolyzed yeast protein | niacinamide | octyldodecyl myristate | pentaerythrityl distearate | vitis vinifera (grape) seed oil | butyrospermum parkii (shea) butter extract | jojoba esters | potassium cetyl phosphate | polyglycerin-3 | hydrolyzed hyaluronic acid | glycerin | palmitoyl grapevine shoot extract | palmitoyl grape seed extract | sodium carboxymethyl beta-glucan | acacia decurrens flower wax | helianthus annuus (sunflower) seed oil | tocopherol | helianthus annuus (sunflower) seed wax | palmitoyl tripeptide-1 | palmitoyl tetrapeptide-7 | parfum (fragrance) | ethylhexylglycerin | caprylyl glycol | pentylene glycol | ethylhexyl palmitate | carbomer | potassium sorbate | xanthan gum | tribehenin | sodium phytate | sorbitan isostearate | sodium citrate | arginine | citric acid | lactic acid | ci 77891 (titanium dioxide) | ci 77491 (iron oxides) | ci 77492 (iron oxides) | citronellol | coumarin | geraniol | linalool. plant origin,1,1,1,1,1
moisturizer,jack black,clean break oil-free moisturizer,1095.0,4.5,water | cyclopentasiloxane | octyldodecyl neopentanoate | niacinamide | sodium hyaluronate | camellia sinensis (white tea) extract | macrocystis pyrifera (sea kelp) extract | ocimum basilicum (basil) extract | tocopheryl acetate | glycerin | dimethicone | glycereth-26 | cetearyl glucoside | carbomer | hydroxypropyl starch phosphate | hydroxyethyl acrylate/sodium acryloyl dimethyl taurate copolymer | undecylenoyl glycine | disodium edta | butylene glycol | capryloyl glycine | sodium hydroxide | phenoxyethanol. certified organic,1,0,1,1,1
moisturizer,lancme,hydra zen anti-stress gel moisturizer,1752.0,4.6,water | glycerin | cyclohexasiloxane | cetearyl ethylhexanoate | alcohol denat | ammonium polyacryloyldimethyl taurate | ci 14700 / red 4 | t-butyl alcohol | madecassoside | phenoxyethanol | paeonia suffruticosa root extract | eugenol | triethanolamine | chlorphenesin | salicylic acid | dimethicone | dimethiconol | limonene | xanthan gum | benzyl alcohol | isopropyl myristate | propylene glycol | alpha-isomethyl ionone | sorbitol | moringa pterygosperma seed extract | disodium edta | rosa gallica flower extract | disodium phosphate | butylene glycol | butylphenyl methylpropional | citric acid | fragrance,1,1,1,1,1
moisturizer,herbivore,rose hibiscus coconut water hydrating face mist,1168.0,4.1,water | aloe barbadensis leaf water | rosa damascena flower water | hamamelis virginiana (witch hazel) flower water | leuconostoc/radish root ferment filterate | hibiscus sabdariffa flower extract | cocos nucifera (coconut) water | melia azadirachta flower extract | coccinia indica fruit extract (neer sikkappu red),1,1,1,1,1
moisturizer,clinique,limited edition dramatically different moisturizing lotion+,1423.5,0.0,water | mineral oil/paraffinum liquidum/huile minerale | glycerin | petrolatum | stearic acid | glyceryl stearate | sesamum indicum (sesame) oil | urea | lanolin alcohol | triethanolamine | hordeum vulgare (barley) extract/extrait d'orge | cucumis sativus (cucumber) fruit extract | helianthus annuus (sunflower) seedcake | propylene glycol dicaprate | sodium hyaluronate | butylene glycol | pentylene glycol | trisodium edta | phenoxyethanol | yellow 6 (ci 15985) | yellow 5 (ci 19140) | red 33 (ci 17200),1,1,0,0,0
moisturizer,kiehls since 1851,ultra facial cream spf 30,1058.5,4.2,water | glycerin | squalane | dimethicone | peg-100 stearate | glyceryl stearate | silica | octyldodecanol | stearic acid | phenoxyethanol | palmitic acid | tocopherol | dicaprylyl carbonate | steareth-100 | acrylates/c10-30 alkyl acrylate crosspolymer | ophiopogon japonicus root extract | carbomer | chlorphenesin | capryloyl salicylic acid | caprylyl glycol | xanthan gum | dimethicone/vinyl dimethicone crosspolymer | disodium edta | sodium hydroxide | citrus aurantium dulcis (orange) peel oil | limonene | ectoin | hydrolyzed hyaluronic acid | myristic acid | mentha piperita (peppermint) oil | pseudoalteromonas ferment extract | ethylhexylglycerin | linalool | salicylic acid,1,1,1,1,1
moisturizer,glamglow,dreamduo overnight transforming treatment,2153.5,4.2,water | dimethicone | isohexadecane | glycerin | bis-peg-18 methyl ether dimethyl silane | butylene glycol | peg-10 dimethicone | propanediol | petrolatum | disteardimonium hectorite | tocopheryl acetate | sodium hyaluronate | tetrahexyldecyl ascorbate | camellia sinensis (green tea) leaf extract | citrus reticulata (tangerine) peel extract | cladosiphon okamuranus extract | coffea arabica (coffee) seed extract | cucumis sativus (cucumber) fruit extract | garcinia mangostana peel extract | helianthus annuus (sunflower) seedcake | hordeum vulgare (barley) extract/extrait d'orge | lycium chinense (wolfberry) fruit extract | punica granatum (pomegranate) extract | sapindus mukorossi fruit extract | vaccinium angustifolium (blueberry) fruit extract | vaccinium macrocarpon (cranberry) fruit extract | yeast extract/faex/extrait de levure | caesalpinia spinosa gum | caffeine | propylene glycol dicaprate | ergothioneine | sorbitol | trehalose | menthoxypropanediol | dextrin | triethoxycaprylylsilane | polyethylene | polysilicone-11 | glucosamine hcl | isododecane | peg-6 | peg-32 | propylene carbonate | caprylyl glycol | hexylene glycol | citric acid | ethylhexyl hydroxystearate | fragrance | citral | limonene | linalool | bht | disodium edta | sodium citrate | phenoxyethanol | bismuth oxychloride (ci 77163) | iron oxides (ci 77499) rds product name,1,1,1,1,0
moisturizer,algenist,power recharging night pressed serum,3467.5,4.4,cocos nucifera (coconut) water | water (aqua | eau) | dimethicone | glycerin | methyl trimethicone | butylene glycol | ceresin | cyclopentasiloxane | ozokerite | parachlorella beijerinckii exopolysaccharides | chlorella protothecoides | algin | hydrolyzed f-fucoidan | tripleurospermum maritimum extract | camellia sinensis leaf extract | palmitoyl hexapeptide-52 | passiflora incarnata extract | ribose | collagen | bidens pilosa extract | linum usitatissimum (linseed) seed oil | adenosine | elaeis guineensis (palm) oil | gossypium herbaceum (cotton) seed oil | tocopherol | biosaccharide gum-4 | alpha-glucan oligosaccharide | bht | citric acid | leuconostoc/radish root ferment filtrate | dimethicone/vinyl dimethicone crosspolymer | dimethicone/peg-10/15 crosspolymer | dipropylene glycol | sodium chloride | lauryl peg-9 polydimethylsiloxyethyl dimethicone | propanediol | sodium citrate | caprylyl glycol | chlorphenesin | potassium sorbate | sodium benzoate | benzyl alcohol | dehydroacetic acid | phenoxyethanol | fragrance (parfum) | butylphenyl methylpropional | hexyl cinnamal,1,1,1,1,1
moisturizer,kiehls since 1851,ultra facial deep moisture balm,1058.5,4.7,water | glycerin | shea butter | glyceryl stearate | ethylhexyl palmitate | squalane | cetyl alcohol | cocoa seed butter | mannose | peg-100 stearate | carnauba wax | phenoxyethanol | caprylyl glycol | sorbic acid | tocopherol | sodium polyacrylate | leontopodium alpinum extract | sodium hydroxide | stearyl alcohol | ceramide 3 | myristyl alcohol | adenosine | capryloyl salicylic acid | pseudoalteromonas ferment extract | lavender oil | linalool,0,1,1,0,0
moisturizer,shiseido,white lucent all day brightener broad spectrum spf 23 moisturizer,2263.0,4.6,water | sd alcohol 40-b | dimethicone | dipropylene glycol | diisopropyl sebacate | glycerin | peg-60 hydrogenated castor oil | potassium methoxysalicylate | xanthan gum | peg/ppg-14/7 dimethyl ether | tocopheryl acetate | 2-o-ethyl ascorbic acid | ascorbyl tetraisopalmitate | sodium hyaluronate | paeonia suffruticosa root extract | crataegus monogyna flower extract | polyquaternium-51 | rehmannia chinensis root extract | uncaria gambir extract | houttuynia cordata extract | ppg-17 | peg-240/hdi copolymer bis-decyltetradeceth-20 ether | triethanolamine | silica | isostearic acid | butylene glycol | carbomer | acrylates/c10-30 alkyl acrylate crosspolymer | alcohol | bht | sodium metaphosphate | disodium edta | tocopherol | zinc oxide | sodium metabisulfite | alumina | prunus yedoensis leaf extract | methylparaben | ethylparaben | phenoxyethanol | fragrance | titanium dioxide | mica | iron oxides,1,1,1,0,0
